access_no_snow,agency_name,agency_parent,agency_url,alternate_names,altitude_meters,backcountry,capacity_hut_max,capacity_hut_min,capacity_max,country,date_updated,designations,discretion,fee_hut_max,fee_hut_min,fee_hut_occupancy_max,fee_person_max,fee_person_min,fee_person_occupancy_min,has_optional_services,has_services,hut_url,is_fee_hut,is_fee_hut_occupancy_max,is_fee_person,is_fee_person_occupancy_min,is_restricted,is_snow_min_km,latitude,location_accuracy,location_references,locked,longitude,name,no_snow_min_km,open_summer,open_winter,photo_credit_name,photo_credit_url,photo_url,private,published,region,reservations,restriction,services,show_satellite,snow_min_km,state,structures,systems,types
Gated Road,10th Mountain Division Hut Association,,http://www.huts.org/,,3346,1,16,16,16,United States,2012-11-01,White River National Forest,0,,,,30,30,,0,0,http://www.huts.org/The_Huts/vances.html,0,0,1,0,0,1,39.38314,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.29981,Vance's Cabin,0.4,1,1,,,http://www.huts.org/images/hut_vances_winter_dawson.jpg,1,1,Gore Range,1,0,0,,5.0,Colorado,1,10th Mountain Division Huts,Hut
Gated Road,10th Mountain Division Hut Association,,http://www.huts.org/,,3505,1,16,16,16,United States,2012-11-01,White River National Forest,0,,,,33,33,,0,0,http://www.huts.org/The_Huts/fowler_hilliard.html,0,0,1,0,0,1,39.49311,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.28983,Fowler Hilliard Hut,0.4,1,1,,,http://www.huts.org/images/Copy%20of%20November%2030%202010%20027small.jpg,0,1,Gore Range,1,0,0,,8.0,Colorado,1,10th Mountain Division Huts,Hut
Gated Road,10th Mountain Division Hut Association,,http://www.huts.org/,,3554,1,16,16,16,United States,2012-11-01,White River National Forest,0,,,,33,33,,0,0,http://www.huts.org/The_Huts/jackal.html,0,0,1,0,0,1,39.43828,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.27761,Jackal Hut,0.4,1,1,,,http://www.huts.org/images/hut_jackal-winter_pcd25_hor.jpg,0,1,Gore Range,1,0,0,,7.5,Colorado,1,10th Mountain Division Huts,Hut
4WD Road,10th Mountain Division Hut Association,,http://www.huts.org/,,3566,1,16,16,16,United States,2012-11-01,San Isabel National Forest,0,,,,33,33,,0,0,http://www.huts.org/The_Huts/sangrees.html,0,0,1,0,0,1,39.32675,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.25311,Sangree M. Froelicher Hut,0.0,1,1,,,http://www.huts.org/images/hut_belvedere_litz_web.jpg,0,1,Gore Range,1,0,0,,5.0,Colorado,1,10th Mountain Division Huts,Hut
2WD Road,10th Mountain Division Hut Association,,http://www.huts.org/,,3426,1,12,12,36,United States,2012-11-01,White River National Forest,0,,,,49,36,,0,0,http://www.huts.org/The_Huts/shrine.html,0,0,1,0,0,1,39.54192,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.24756,Shrine Mountain Inn,0.0,1,1,,,http://www.huts.org/images/hut_shrinejays-wint_pcd28.jpg,0,1,Gore Range,1,0,0,,4.3,Colorado,3,10th Mountain Division Huts,Hut
Trail,10th Mountain Division Hut Association,,http://www.huts.org/,,3200,2,8,8,8,United States,2012-11-01,,0,340,340,,,,,0,0,http://www.huts.org/The_Huts/point_breeze_cabin.html,1,0,0,0,0,1,39.36191,1,http://www.huts.org/The_Huts/point_breeze_cabin.html,1,-106.31178,Point Breeze Cabin,1.3,1,1,,,http://www.huts.org/images/pointbreezesmall.jpg,1,1,Gore Range,1,0,0,,1.3,Colorado,1,10th Mountain Division Huts,Hut
Trail,10th Mountain Division Hut Association,,http://www.summithuts.org/,,3538,2,20,20,20,United States,2012-11-01,White River National Forest,0,,,,41,41,,0,0,http://www.huts.org/The_Huts/JanetsCabin.html,0,0,1,0,0,1,39.46394,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.23014,Janet’s Cabin,11.4,1,1,,,http://www.huts.org/images/hut_janets-winter2.jpg,0,1,Gore Range,1,0,0,,8.6,Colorado,1,Summit Huts,Hut
4WD Road,10th Mountain Division Hut Association,,http://www.summithuts.org/,,3433,1,20,20,20,United States,2012-11-01,White River National Forest,0,,,,35,35,,0,0,http://www.huts.org/The_Huts/francies.html,0,0,1,0,0,1,39.43853,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.07322,Francie’s Cabin,0.0,1,1,,,http://www.huts.org/images/hut_francies-wint_pcd22_hor.jpg,0,1,Mosquito Range,1,0,0,,1.8,Colorado,1,Summit Huts,Hut
2WD Road,10th Mountain Division Hut Association,,http://www.summithuts.org/,,3499,1,12,12,12,United States,2012-11-01,"Arapaho National Forest, Pike National Forest",0,,,,30,30,,0,0,http://www.huts.org/The_Huts/sectionhouse.html,0,0,1,0,0,1,39.41067,3,http://www.huts.org/In_The_Field/gps_info.html,1,-105.96775,Section House,,0,1,,,http://www.huts.org/images/hut_section_winter_pcd20_ho.jpg,0,1,Front Range,1,0,0,,7.8,Colorado,1,Summit Huts,Hut
2WD Road,10th Mountain Division Hut Association,,http://www.summithuts.org/,,3499,1,3,3,3,United States,2012-11-01,"Arapaho National Forest, Pike National Forest",0,75,75,,,,,0,0,http://www.huts.org/The_Huts/kenscabin.html,1,0,0,0,0,1,39.41047,3,http://www.huts.org/In_The_Field/gps_info.html,1,-105.96761,Ken’s Cabin,,0,1,,,http://www.huts.org/images/hut_kens_winter_pcd23_horiz.jpg,0,1,Front Range,1,0,0,,7.8,Colorado,1,Summit Huts,Hut
Trail,10th Mountain Division Hut Association,,http://www.grandhuts.org/,"Second Creek Cabin, Gwen Andrews Hut",3451,2,16,16,16,United States,2012-11-27,Arapaho National Forest,0,,,,35,35,,0,0,http://www.huts.org/The_Huts/broomeHut.html,0,0,1,0,0,1,39.82639,3,,,-105.78328,Broome Hut,1.6,0,0,,,http://www.huts.org/images/broomehutSept2012.jpg,0,1,Front Range,1,0,0,,1.6,Colorado,1,Grand Huts,Hut
,10th Mountain Division Hut Association,,http://www.huts.org/,,3438,1,7,7,7,United States,2012-11-01,White River National Forest,0,150,150,,,,,0,0,http://www.huts.org/The_Huts/Greenwilson_tagert.html,1,0,0,0,0,1,39.00335,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.83900,Tagert Hut,,0,1,,,http://www.huts.org/images/hut_tagert_spring_2003_wide.jpg,0,1,Elk Range,1,0,0,,8.5,Colorado,1,Braun & Friends Huts,Hut
,10th Mountain Division Hut Association,,http://www.huts.org/,,3438,1,8,8,8,United States,2012-11-01,White River National Forest,0,150,150,,,,,0,0,http://www.huts.org/The_Huts/Greenwilson_tagert.html,1,0,0,0,0,1,39.00276,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.83908,Green-Wilson Hut,,0,1,,,http://www.huts.org/images/hut_greenwilson_spring_2003.jpg,0,1,Elk Range,1,0,0,,8.5,Colorado,1,Braun & Friends Huts,Hut
,10th Mountain Division Hut Association,,http://www.huts.org/,,3194,1,14,14,14,United States,2012-11-01,White River National Forest,0,250,250,,,,,0,0,http://www.huts.org/The_Huts/lindley.html,1,0,0,0,0,1,39.00458,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.80531,Lindley Hut,,0,1,,,http://www.huts.org/images/lindley_jan_04.jpg,0,1,Elk Range,1,0,0,,4.0,Colorado,1,Braun & Friends Huts,Hut
,10th Mountain Division Hut Association,,http://www.huts.org/,,3169,1,8,8,8,United States,2012-11-01,White River National Forest,0,150,150,,,,,0,0,http://www.huts.org/The_Huts/markley.html,1,0,0,0,0,1,39.03358,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.78331,Markley Hut,,0,1,,,http://www.huts.org/images/hut_markley_new.jpg,0,1,Elk Range,1,0,0,,3.7,Colorado,1,Braun & Friends Huts,Hut
,10th Mountain Division Hut Association,,http://www.huts.org/,,3499,1,8,8,8,United States,2012-11-01,White River National Forest,0,150,150,,,,,0,0,http://www.huts.org/The_Huts/barnard.html,1,0,0,0,0,1,39.07319,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.77092,Barnard Hut,,0,1,,,http://www.huts.org/images/hut_barnard_jan03.jpg,0,1,Elk Range,1,0,0,,11.5,Colorado,1,Braun & Friends Huts,Hut
,10th Mountain Division Hut Association,,http://www.huts.org/,,3560,1,10,10,10,United States,2012-11-01,White River National Forest,0,150,150,,,,,0,0,http://www.huts.org/The_Huts/goodwin_greene.html,1,0,0,0,0,1,39.04994,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.73392,Goodwin Greene Hut,,0,1,,,http://www.huts.org/images/GG2.jpg,0,1,Elk Range,1,0,0,,10.6,Colorado,1,Braun & Friends Huts,Hut
,10th Mountain Division Hut Association,,http://www.huts.org/,,3612,2,8,8,8,United States,2012-11-18,Gunnison National Forest,0,200,200,,,,,0,0,http://www.huts.org/The_Huts/opas_hut.html,1,0,0,0,0,1,39.00067,3,http://www.huts.org/In_The_Field/gps_info.html,1,-106.74914,Opa's Taylor Hut,,0,1,,,http://www.huts.org/images/OpasHut.JPG,0,1,Elk Range,1,0,0,,9.0,Colorado,1,Braun & Friends Huts,Hut
,10th Mountain Division Hut Association,,http://www.huts.org/,,3465,2,8,8,8,United States,2012-11-01,Gunnison National Forest,0,150,150,,25,25,,0,0,http://www.huts.org/The_Huts/friends_hut.html,1,0,1,0,0,1,38.96384,3,http://www.huts.org/In_The_Field/gps_info.html,,-106.81120,Friends Hut,,0,1,,,http://www.huts.org/images/hut_friends-wint_pcd44.jpg,0,1,Elk Range,1,0,0,,16.0,Colorado,1,Braun & Friends Huts,Hut
2WD Road,Cement Creek Ranch,,http://cementcreekranch.com/,,,1,6,4,6,United States,2012-11-01,Gunnison National Forest,0,385,95,2,113,33,,0,1,http://cementcreekranch.com/,1,1,1,0,0,1,38.84669,2,http://cementcreekranch.com/map.html,,-106.81954,Cement Creek Cabin,0.0,1,1,,,http://cementcreekranch.com/winter_cabin.jpg,1,1,Elk Range,1,0,Grid,,1.6,Colorado,1,,Hut
Trail,Boulder Group,Colorado Mountain Club,http://www.cmcboulder.org/,Guinn Mountain Hut,3352,2,8,6,8,United States,2012-11-01,Arapaho-Roosevelt National Forest,0,,,,0,0,,0,0,http://www.cmcboulder.org/cabins.html,0,0,1,0,0,1,39.94013,3,http://www.cmcboulder.org/docs/CabinsCommittee/public/Arestua%20Classic%20waypoints.gpx,0,-105.64393,Arestua Hut,7.0,1,1,,,http://www.cmcboulder.org/docs/CabinsCommittee/public/Arestua%20Hut%20photo_1.jpg,0,1,Front Range,0,0,0,,7.0,Colorado,1,,Hut
2WD Road,Boulder Group,Colorado Mountain Club,http://www.cmcboulder.org/,,3171,1,12,12,12,United States,2012-11-01,Arapaho-Roosevelt National Forest,0,,,,20,20,,0,0,http://www.cmcboulder.org/cabins.html,0,0,1,0,1,1,40.08097,3,http://www.cmcboulder.org/docs/CabinsCommittee/public/Brainard_Cabin_Handbook.pdf,1,-105.57833,Brainard Cabin,0.1,1,1,,,http://www.cmcboulder.org/docs/CabinsCommittee/public/Brainard%20Cabin%20photo_1.jpg,0,1,Front Range,1,Qualified User,0,,4.5,Colorado,1,,Hut
2WD Road,Creede Mountain Huts,,http://www.creedemountainhuts.com/,,3200,1,5,4,5,United States,2012-11-01,Rio Grande National Forest,0,125,100,,,,,0,0,http://www.creedemountainhuts.com/lime.html,1,0,0,0,0,1,37.68749,1,http://www.creedemountainhuts.com/location.html,,-106.92740,Lime Creek Yurt,0.0,1,1,,,http://www.creedemountainhuts.com/photos/lime1.jpg,1,1,San Juan Mountains,1,0,0,,8.0,Colorado,1,,Yurt
2WD Road,Creede Mountain Huts,,http://www.creedemountainhuts.com/,,3311,1,9,9,9,United States,2012-11-01,Rio Grande National Forest,0,150,125,,,,,0,0,http://www.creedemountainhuts.com/fisher.html,1,0,0,0,0,1,37.68977,1,http://www.creedemountainhuts.com/location.html,,-106.96889,Fisher Mountain Hut,0.0,1,1,,,http://www.creedemountainhuts.com/photos/fisher2.jpg,1,1,San Juan Mountains,1,0,0,,8.0,Colorado,1,,Hut
Road,Crested Butte Nordic Center,,http://www.cbnordic.org/,,2895,1,6,4,6,United States,2012-11-01,Gunnison National Forest,0,,,,19,19,,0,0,http://www.cbnordic.org/hut-rental/,0,0,1,0,0,1,38.95869,3,http://www.cbnordic.org/hut-rental/,,-106.99000,Forest Queen Hut,0.0,0,1,,,http://www.cbnordic.org/wp-content/uploads/Forest-Queen.jpg,0,1,Elk Range,1,0,0,,6.4,Colorado,1,,Hut
Road,Crested Butte Nordic Center,,http://www.cbnordic.org/,,2895,1,12,8,12,United States,2012-11-01,Gunnison National Forest,0,240,240,,,,,0,0,http://www.cbnordic.org/hut-rental/,1,0,0,0,0,1,38.95851,3,http://www.cbnordic.org/hut-rental/,,-106.98998,Maroon Hut,0.0,0,1,,,http://www.cbnordic.org/wp-content/uploads/Maroon-Hut.jpg,0,1,Elk Range,1,0,0,,6.4,Colorado,1,,Hut
Gated Road,Cumbres Nordic Adventures,,http://www.yurtsogood.com/,,3230,1,6,6,6,United States,2012-11-01,Rio Grande National Forest,0,145,90,,,,,0,0,http://www.yurtsogood.com/Rates_%26_Policies.html,1,0,0,0,0,1,37.09142,3,"http://www.yurtsogood.com/Directions_files/Spruce%20Hole,%20Regional%20Topo%20Map.pdf",,-106.36294,Spruce Hole Yurt,0.5,0,1,,,http://www.yurtsogood.com/Rates_%26_Policies_files/shapeimage_1.png,1,1,San Juan Mountains,1,0,0,,4.0,Colorado,1,,Yurt
,Eldora Nordic Center,,http://www.eldora.com/nordic.lessons.html,,3005,1,6,6,6,United States,2012-11-01,Roosevelt National Forest,0,79,60,,,,,0,0,http://www.eldora.com/nordic.lessons.html,1,0,0,0,0,1,39.93169,3,http://www.eldora.com/downloads/eldora_nordic_trail_map.pdf,,-105.55445,Tennessee Mountain Cabin,,0,1,,,http://www.eldora.com/images/nordic.lessons_tncabin2.jpg,1,1,Front Range,1,0,0,,3.2,Colorado,1,,Hut
2WD Road,Hidden Treasure Yurts,,http://backcountry-colorado-yurt.com/,,3413,1,8,8,16,United States,2012-11-01,White River National Forest,0,200,100,,,,,0,0,http://backcountry-colorado-yurt.com/yurt_general_info.html,1,0,0,0,0,1,39.51838,3,http://backcountry-colorado-yurt.com/yurt_maps-directions.html,1,-106.63323,Hidden Treasure Yurts,0.0,1,1,,,http://backcountry-colorado-yurt.com/images/yurt-2-outside-summer.jpg,1,1,Sawatch Range,1,0,0,,9.9,Colorado,2,,Yurt
Gated Road,High Camp Hut,,http://www.highcamphut.com,,3365,1,14,14,14,United States,2012-11-01,San Juan National Forest,0,240,150,4,,,,1,0,http://www.highcamphut.com/accomodations.html,1,1,0,0,0,1,40.05830,3,http://www.highcamphut.com/faq.html,,-105.80830,High Camp Hut,4.0,1,1,,,http://www.highcamphut.com/_gallery_big/winter01.jpg,1,1,San Juan Mountains,1,0,0,,4.0,Colorado,1,,Hut
Trail,High Lonesome Hut,,http://www.lonesome-hut.com,,2834,2,12,12,12,United States,2012-11-01,Arapaho National Forest,0,300,300,,35,35,,1,0,http://www.lonesome-hut.com/HLHut.html,1,0,1,0,0,1,40.07216,2,"http://www.lonesome-hut.com/images/img.hutaccmap.gif, http://www.skyhidailynews.com/article/20080708/SPORTS/446511523",,-105.80976,High Lonesome Hut,4.0,1,1,,,http://www.lonesome-hut.com/images/img.HmLg.jpg,1,1,Front Range,1,0,0,,4.0,Colorado,1,,Hut
4WD Road,Hinsdale Haute Route Association,,http://www.hinsdalehauteroute.org/,,3249,1,6,6,6,United States,2012-11-01,Gunnison National Forest,0,110,80,,,,,1,0,http://www.hinsdalehauteroute.org/Jon_Wilson_Yurt.html,1,0,0,0,0,1,37.96794,3,http://www.hinsdalehauteroute.org/Map_files/HHR06.pdf,,-107.27193,Jon Wilson Memorial Yurt,2.0,0,1,,,http://www.hinsdalehauteroute.org/HHR_Albums/Pages/John_Wilson_Yurt_1_files/Media/CIMG1614/CIMG1614.jpg,0,1,San Juan Mountains,1,0,0,,2.0,Colorado,1,,Yurt
4WD Road,Hinsdale Haute Route Association,,http://www.hinsdalehauteroute.org/,,3547,1,8,8,8,United States,2012-11-01,Gunnison National Forest,0,110,80,,,,,1,0,http://www.hinsdalehauteroute.org/Rambouillet_Yurt.html,1,0,0,0,0,1,37.95201,3,http://www.hinsdalehauteroute.org/Map_files/HHR06.pdf,,-107.25002,Rambouillet Yurt,5.6,0,1,,,http://www.hinsdalehauteroute.org/HHR_Albums/Pages/Rambouillet_Yurt_1_files/Media/CIMG1609/CIMG1609.jpg,0,1,San Juan Mountains,1,0,0,,5.6,Colorado,1,,Yurt
Trail,Hinsdale Haute Route Association,,http://www.hinsdalehauteroute.org/,,3596,2,8,8,8,United States,2012-11-01,Rio Grande National Forest,0,110,80,,20,20,,1,0,http://www.hinsdalehauteroute.org/CO_Trail_Yurt.html,1,0,1,0,0,1,37.91457,2,http://www.hinsdalehauteroute.org/Map_files/HHR06.pdf,,-107.28770,Colorado Trail Friends Memorial Yurt,8.0,1,1,,,http://www.hinsdalehauteroute.org/HHR_Albums/Pages/Colorado_Trail_Yurt_files/Media/CIMG1603/CIMG1603.jpg,0,1,San Juan Mountains,1,0,0,,8.0,Colorado,1,,Yurt
Off Trail,Hinsdale Haute Route Association,,http://www.hinsdalehauteroute.org/,,3682,2,6,6,6,United States,2012-11-01,Rio Grande National Forest,0,110,80,,,,,1,0,http://www.hinsdalehauteroute.org/Fawn_Lakes_Yurt.html,1,0,0,0,0,1,37.87706,2,http://www.hinsdalehauteroute.org/Map_files/HHR06.pdf,,-107.29978,Fawn Lakes Yurt,9.6,0,1,,,http://www.hinsdalehauteroute.org/Fawn_Lakes_Yurt_files/shapeimage_2.jpg,0,1,San Juan Mountains,1,0,0,,9.6,Colorado,1,,Yurt
,James Peak Yurt,,http://www.jamespeakyurt.com/,,3243,1,6,6,6,United States,2012-11-07,Roosevelt National Forest,0,140,75,,,,,0,0,http://www.jamespeakyurt.com/amenities.html,1,0,0,0,0,1,39.87189,3,http://www.jamespeakyurt.com/directions/,,-105.59277,James Peak Yurt,,0,1,,,http://www.jamespeakyurt.com/images/approach.jpg,1,1,Front Range,1,0,0,,3.2,Colorado,1,,Yurt
4WD Road,Leadville Backcountry,,http://www.leadvillebackcountry.com/,,3657,1,5,5,10,United States,2012-11-07,"Private, San Isabel National Forest",0,115,75,,,,,0,0,http://www.leadvillebackcountry.com/yurts.asp,1,0,0,0,0,1,39.20125,3,http://www.leadvillebackcountry.com/map3.asp,1,-106.22516,Marceline & Emma Yurts,0.0,1,1,,,http://www.leadvillebackcountry.com/images/Yurtpic18.jpg,1,1,Mosquito Range,1,0,0,,8.8,Colorado,2,,Yurt
4WD Road,Lost Wonder Hut,,http://www.lostwonderhut.com/,,3315,1,12,12,12,United States,2012-11-07,"Private, San Isabel National Forest",0,300,200,,,,,0,0,http://www.lostwonderhut.com/about-the-hut.html,1,0,0,0,0,1,38.57198,3,http://www.lostwonderhut.com/about-the-hut.html,1,-106.32936,Lost Wonder Hut,0.0,1,1,,,http://www.lostwonderhut.com/uploads/8/2/7/0/8270684/7444925.jpg,1,1,Sawatch Range,1,0,0,,4.2,Colorado,1,,Hut
Trail,Never Summer Nordic,,http://neversummernordic.com/,,2682,2,5,5,5,United States,2012-11-07,Colorado State Forest State Park,0,110,60,,,,,0,0,http://neversummernordic.com/NorthForkCanadian.htm,1,0,0,0,0,1,40.61323,3,http://neversummernordic.com/NorthForkCanadian.htm,1,-106.00319,North Fork Canadian Yurt,1.8,1,1,,,http://neversummernordic.com/images/NorthForkYurt2.jpg,1,1,Never Summer Range,1,0,0,,1.8,Colorado,1,,Yurt
2WD Road,Never Summer Nordic,,http://neversummernordic.com/,,2743,1,9,9,9,United States,2012-11-07,Colorado State Forest State Park,0,120,65,,,,,0,0,http://neversummernordic.com/MedicineBow.htm,1,0,0,0,0,1,40.57236,,http://neversummernordic.com/MedicineBow.htm,1,-105.99499,Medicine Bow Yurt,0.0,1,1,,,http://neversummernordic.com/images/MedicineBowYurtSmallWebView.jpg,1,1,Never Summer Range,1,0,0,,0.6,Colorado,1,,Yurt
Trail,Never Summer Nordic,,http://neversummernordic.com/,,2773,2,5,5,5,United States,2012-11-07,Colorado State Forest State Park,0,110,60,,,,,0,0,http://neversummernordic.com/GrassCreek.htm,1,0,0,0,0,1,40.54597,3,http://neversummernordic.com/GrassCreek.htm,1,-105.98832,Grass Creek Yurt,0.5,1,1,,,http://neversummernordic.com/images/GrassCreekYurt.jpg,1,1,Never Summer Range,1,0,0,,1.1,Colorado,1,,Yurt
2WD Road,Never Summer Nordic,,http://neversummernordic.com/,,2743,1,9,9,9,United States,2012-11-07,Colorado State Forest State Park,0,120,65,,,,,0,0,http://neversummernordic.com/DancingMoose.htm,1,0,0,0,0,1,40.56595,3,http://neversummernordic.com/DancingMoose.htm,1,-105.98804,Dancing Moose Yurt,0.0,1,1,,,http://neversummernordic.com/images/DancingMooseYurt.jpg,1,1,Never Summer Range,1,0,0,,0.4,Colorado,1,,Yurt
4WD Road,Never Summer Nordic,,http://neversummernordic.com/,,2926,1,5,5,5,United States,2012-11-07,Colorado State Forest State Park,0,110,60,,,,,0,0,http://neversummernordic.com/RubyJewel.htm,1,0,0,0,0,1,40.58290,3,http://neversummernordic.com/RubyJewel.htm,1,-105.96389,Ruby Jewel Yurt,0.0,1,1,,,http://neversummernordic.com/images/grass1.jpg,1,1,Never Summer Range,1,0,0,,3.2,Colorado,1,,Yurt
4WD Road,Never Summer Nordic,,http://neversummernordic.com/,,2926,1,9,9,9,United States,2012-11-07,Colorado State Forest State Park,0,120,65,,,,,0,0,http://neversummernordic.com/ClarkPeak.htm,1,0,0,0,0,1,40.58433,3,http://neversummernordic.com/ClarkPeak.htm,1,-105.96322,Clark Peak Yurt,0.0,1,1,,,http://neversummernordic.com/images/ClarkPeakYurt.jpg,1,1,Never Summer Range,1,0,0,,3.2,Colorado,1,,Yurt
4WD Road,Never Summer Nordic,,http://neversummernordic.com/,,2926,1,5,5,5,United States,2012-11-07,Colorado State Forest State Park,0,110,60,,,,,0,0,http://neversummernordic.com/MontgomeryPass.htm,1,0,0,0,0,1,40.55520,5,http://neversummernordic.com/MontgomeryPass.htm,1,-105.95044,Lower Montgomery Pass Yurt,0.0,1,1,Ethan Welty,,,1,1,Never Summer Range,1,0,0,,4.5,Colorado,1,,Yurt
4WD Road,Never Summer Nordic,,http://neversummernordic.com/,,2926,1,5,5,5,United States,2012-11-07,Colorado State Forest State Park,0,110,60,,,,,0,0,http://neversummernordic.com/MontgomeryPass.htm,1,0,0,0,0,1,40.55564,5,http://neversummernordic.com/MontgomeryPass.htm,1,-105.95035,Upper Montgomery Pass Yurt,0.0,1,1,Ethan Welty,,,1,1,Never Summer Range,1,0,0,,4.5,Colorado,1,,Yurt
2WD Road,Never Summer Nordic,,http://neversummernordic.com/,,3048,1,6,6,6,United States,2012-11-07,Colorado State Forest State Park,0,110,60,,,,,0,0,http://neversummernordic.com/Nokhu.htm,1,0,0,0,0,1,40.49304,,http://neversummernordic.com/Nokhu.htm,1,-105.90155,Nokhu Hut,0.0,1,1,,,http://neversummernordic.com/images/NokhuHut003.jpg,1,1,Never Summer Range,1,0,0,,2.4,Colorado,1,,Hut
2WD Road,Never Summer Nordic,,http://neversummernordic.com/,,3048,1,6,6,6,United States,2012-11-07,Colorado State Forest State Park,0,110,60,,,,,0,0,http://neversummernordic.com/AgnesCreek.htm,1,0,0,0,0,1,40.49318,,http://neversummernordic.com/AgnesCreek.htm,1,-105.90100,Agnes Creek Cabin,0.0,1,1,,,http://neversummernordic.com/images/AgnesCreekCabin.jpg,1,1,Never Summer Range,1,0,0,,2.4,Colorado,1,,Hut
Trail,Rocky Mountain National Park,NPS,http://www.nps.gov/romo/,,4084,2,,,,United States,2012-10-25,Rocky Mountain National Park,1,,,,0,0,,0,0,http://en.wikipedia.org/wiki/Agnes_Vaille_Shelter,0,0,1,0,0,1,40.26025,3,,0,-105.62093,Agnes Vaille Memorial Shelter,8.5,1,1,,,http://upload.wikimedia.org/wikipedia/commons/5/50/Agnes_Vaille_Shelter.jpg,0,1,Front Range,0,0,0,,8.5,Colorado,1,,"Hut, Emergency Shelter"
2WD Road,Ophir Pass Ultimate Ski Hut,,http://opushut.com/,,3586,1,16,16,16,United States,2012-11-07,San Juan National Forest,0,560,560,,35,35,,1,0,http://opushut.com/,1,0,1,0,0,1,37.84974,3,http://opushut.com/approaches/,,-107.76744,OPUS Hut,0.4,1,1,,,http://opushut.com/wp-content/uploads/2012/09/hut-summer.jpg,1,1,San Juan Mountains,1,0,0,,5.0,Colorado,1,,Hut
2WD Road,Red Mountain Pass Cabins,,http://www.skihuts.com/,,3132,0,8,8,8,United States,2012-11-07,San Juan National Forest,0,220,200,,55,45,2,0,0,http://www.skihuts.com/Pages/Artist.html,1,0,1,1,0,1,37.87477,3,https://maps.google.com/maps/ms?ie=UTF8&t=h&hl=en&vps=1&jsv=191a&oe=UTF8&msa=0&msid=117141070676560268554.000479658f4485214c697,,-107.72613,Artist Cabin,0.0,1,1,,,http://www.skihuts.com/Images/Aritst%20Resized%204.jpg,1,1,San Juan Mountains,1,0,0,,0.0,Colorado,1,,Hut
2WD Road,Red Mountain Pass Cabins,,http://www.skihuts.com/,,3291,0,12,12,12,United States,2012-11-07,San Juan National Forest,0,240,220,,55,45,2,0,0,http://www.skihuts.com/Pages/Addie%20S.html,1,0,1,1,0,1,37.88811,3,https://maps.google.com/maps/ms?ie=UTF8&t=h&hl=en&vps=1&jsv=191a&oe=UTF8&msa=0&msid=117141070676560268554.000479658f4485214c697,,-107.71839,Addie S. Cabin,0.0,1,1,,,http://www.skihuts.com/Images/Addie-S-Winter-Web-300px.jpg,1,1,San Juan Mountains,1,0,0,,0.0,Colorado,1,,Hut
4WD Road,Red Mountain Pass Cabins,,http://www.skihuts.com/,,3499,1,8,8,8,United States,2012-11-07,San Juan National Forest,0,220,200,,45,40,2,0,0,http://www.skihuts.com/Pages/Mountain%20Belle.html,1,0,1,1,0,1,37.88646,3,https://maps.google.com/maps/ms?ie=UTF8&t=h&hl=en&vps=1&jsv=191a&oe=UTF8&msa=0&msid=117141070676560268554.000479658f4485214c697,,-107.70749,Mountain Belle Cabin,0.0,1,1,,,http://www.skihuts.com/Images/Mountain-Belle-Web.jpg,1,1,San Juan Mountains,1,0,0,,1.3,Colorado,1,,Hut
2WD Road,Saint Paul Lodge,,http://www.skistpaul.com/,,3474,2,24,24,24,United States,2012-11-07,San Juan National Forest,0,,,,110,110,,0,1,http://www.skistpaul.com/lodge.htm,0,0,1,0,0,1,37.88897,3,http://www.skistpaul.com/getting_here.htm,,-107.70839,Saint Paul Lodge,0.0,1,1,,,http://www.skistpaul.com/images/snowy_lodge.jpg,1,1,San Juan Mountains,1,0,Full Board,,1.6,Colorado,1,,Lodge
2WD Road,Saint Paul Lodge,,http://www.skistpaul.com/,,3474,2,6,6,6,United States,2012-11-07,San Juan National Forest,0,135,135,,,,,0,0,http://www.skistpaul.com/ski_hut.htm,1,0,0,0,0,1,37.88885,3,http://www.skistpaul.com/getting_here.htm,,-107.70878,Saint Paul Cabin,0.0,1,1,,,http://www.skistpaul.com/images/ski_hut_powder_day.jpg,1,1,San Juan Mountains,1,0,0,,1.6,Colorado,1,,Hut
Dirt Road,San Juan Hut Systems,,http://sanjuanhuts.com/,,1597,2,8,8,8,United States,2012-11-08,,0,,,,140,140,,0,1,http://sanjuanhuts.com/?page_id=35,0,0,1,0,1,,38.37922,3,http://www.trimbleoutdoors.com/ViewTrip/224731,1,-108.93482,Paradox Valley Hut,,1,,,,,1,1,La Sal Mountains,1,Package (6 nights),Stocked Food,,,Colorado,1,Durango - Moab Huts,Hut
